Anuncio BOE,Cantidad reclamada,Cuenta expediente,Fecha de conclusión,Fecha de inicio,Forma adjudicación,Identificador,Importe del depósito,Lotes,Puja mínima,Tasación,Tipo de subasta,Tramos entre pujas,Valor subasta
BOE-B-2025-7464,,,24-03-2025 18:00:00 CET  (ISO: 2025-03-24T18:00:00+01:00),04-03-2025 18:00:00 CET  (ISO: 2025-03-04T18:00:00+01:00),,SUB-AT-2025-24R3986001088,"4.103,27 €",Sin lotes,"8.206,55 €","94.220,96 €",AGENCIA TRIBUTARIA,"2.000,00 €","82.065,54 €"
BOE-B-2025-7317,"79.271,76 €",0183 0000 06 0266 23,24-03-2025 18:00:00 CET  (ISO: 2025-03-24T18:00:00+01:00),04-03-2025 18:00:00 CET  (ISO: 2025-03-04T18:00:00+01:00),,SUB-JA-2024-238084,"7.201,19 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,"2.880,47 €","144.023,87 €"
BOE-B-2025-7797,"104.548,82 €",3955 0000 06 0862 14,27-03-2025 18:00:00 CET  (ISO: 2025-03-27T18:00:00+01:00),07-03-2025 18:00:00 CET  (ISO: 2025-03-07T18:00:00+01:00),,SUB-JA-2025-241677,"11.770,00 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,"588,50 €","235.400,00 €"
BOE-B-2025-7541,"5.780,72 €",,24-03-2025 18:00:00 CET  (ISO: 2025-03-24T18:00:00+01:00),04-03-2025 18:00:00 CET  (ISO: 2025-03-04T18:00:00+01:00),,SUB-RC-2025-2408000126031,"1.650,07 €",Sin lotes,"16.500,69 €","33.001,38 €",RECAUDACIÓN TRIBUTARIA,"100,00 €","33.001,38 €"
BOE-B-2025-8691,"58.292,16 €",2961 0000 06 0204 21,02-04-2025 18:00:00 CET  (ISO: 2025-04-02T18:00:00+02:00),13-03-2025 18:00:00 CET  (ISO: 2025-03-13T18:00:00+01:00),,SUB-JA-2025-243138,"2.914,60 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,"1.165,84 €","58.292,16 €"
BOE-B-2025-7798,"20.624,01 €",1326 0000 06 1183 22,27-03-2025 18:00:00 CET  (ISO: 2025-03-27T18:00:00+01:00),07-03-2025 18:00:00 CET  (ISO: 2025-03-07T18:00:00+01:00),,SUB-JA-2025-241964,"5.063,00 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,"100,00 €","101.260,00 €"
BOE-B-2025-9489,,,07-04-2025 18:00:00 CET  (ISO: 2025-04-07T18:00:00+02:00),18-03-2025 18:00:00 CET  (ISO: 2025-03-18T18:00:00+01:00),,SUB-AT-2025-25R4186001007,"2.765,75 €",Sin lotes,Sin puja mínima,"131.424,46 €",AGENCIA TRIBUTARIA,"1.000,00 €","55.315,06 €"
BOE-B-2025-7391,"39.866,96 €",3728 0895 06 0264 21,24-03-2025 18:00:00 CET  (ISO: 2025-03-24T18:00:00+01:00),04-03-2025 18:00:00 CET  (ISO: 2025-03-04T18:00:00+01:00),,SUB-JA-2025-242452,"6.483,69 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,"2.593,49 €","129.673,86 €"
BOE-B-2025-7527,"16.480,18 €",,24-03-2025 18:00:00 CET  (ISO: 2025-03-24T18:00:00+01:00),04-03-2025 18:00:00 CET  (ISO: 2025-03-04T18:00:00+01:00),,SUB-RC-2025-0008307,"2.062,22 €",Sin lotes,"4.124,44 €","41.244,44 €",RECAUDACIÓN TRIBUTARIA,"1.200,00 €","41.244,44 €"
BOE-B-2025-8312,"466.797,51 €",4236 0000 06 1398 16,31-03-2025 18:00:00 CET  (ISO: 2025-03-31T18:00:00+02:00),11-03-2025 18:00:00 CET  (ISO: 2025-03-11T18:00:00+01:00),Separada para cada lote,SUB-JA-2025-242905,Ver importe de consignación de cada lote (adjudicación independiente),4,Ver puja mínima de cada lote (adjudicación independiente),Ver valor de tasación en cada lote (los lotes se subastan de forma independiente),JUDICIAL EN VÍA DE APREMIO,Ver tramos de cada lote (adjudicación independiente),Ver valor de subasta en cada lote (los lotes se subastan de forma independiente)
BOE-B-2025-9349,"129.188,50 €",0439 0000 06 0127 15,07-04-2025 18:00:00 CET  (ISO: 2025-04-07T18:00:00+02:00),18-03-2025 18:00:00 CET  (ISO: 2025-03-18T18:00:00+01:00),,SUB-JA-2025-243545,"9.013,65 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,"3.605,46 €","180.273,00 €"
BOE-B-2025-8429,"203.679,89 €",3728 3056 06 0365 18,31-03-2025 18:00:00 CET  (ISO: 2025-03-31T18:00:00+02:00),11-03-2025 18:00:00 CET  (ISO: 2025-03-11T18:00:00+01:00),,SUB-JA-2023-217951,"6.319,17 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,"2.527,68 €","126.383,43 €"
BOE-B-2025-8805,"444.708,95 €",0138 0000 06 0853 17,03-04-2025 18:00:00 CET  (ISO: 2025-04-03T18:00:00+02:00),14-03-2025 18:00:00 CET  (ISO: 2025-03-14T18:00:00+01:00),Separada para cada lote,SUB-JA-2025-243358,Ver importe de consignación de cada lote (adjudicación independiente),6,Ver puja mínima de cada lote (adjudicación independiente),Ver valor de tasación en cada lote (los lotes se subastan de forma independiente),JUDICIAL EN VÍA DE APREMIO,Ver tramos de cada lote (adjudicación independiente),Ver valor de subasta en cada lote (los lotes se subastan de forma independiente)
BOE-B-2025-7261,"184.620,49 €",1674 0000 06 1609 22,24-03-2025 18:00:00 CET  (ISO: 2025-03-24T18:00:00+01:00),04-03-2025 18:00:00 CET  (ISO: 2025-03-04T18:00:00+01:00),,SUB-JA-2024-236846,"14.305,00 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,Sin tramos,"286.100,00 €"
BOE-B-2025-9289,"77.709,05 €",1293 0000 06 0120 22,07-04-2025 18:00:00 CET  (ISO: 2025-04-07T18:00:00+02:00),18-03-2025 18:00:00 CET  (ISO: 2025-03-18T18:00:00+01:00),,SUB-JA-2025-243352,"9.102,00 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,"3.640,80 €","182.040,00 €"
BOE-B-2025-7641,"329.256,16 €",3728 3068 06 0881 18,26-03-2025 18:00:00 CET  (ISO: 2025-03-26T18:00:00+01:00),06-03-2025 18:00:00 CET  (ISO: 2025-03-06T18:00:00+01:00),Separada para cada lote,SUB-JA-2020-162668,Ver importe de consignación de cada lote (adjudicación independiente),4,Ver puja mínima de cada lote (adjudicación independiente),Ver valor de tasación en cada lote (los lotes se subastan de forma independiente),JUDICIAL EN VÍA DE APREMIO,Ver tramos de cada lote (adjudicación independiente),Ver valor de subasta en cada lote (los lotes se subastan de forma independiente)
BOE-B-2025-8359,"142.150,43 €",0186 0000 06 0627 22,31-03-2025 18:00:00 CET  (ISO: 2025-03-31T18:00:00+02:00),11-03-2025 18:00:00 CET  (ISO: 2025-03-11T18:00:00+01:00),,SUB-JA-2025-243226,"7.500,00 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,"3.000,00 €","150.000,00 €"
BOE-B-2025-9446,"63.495,95 €",3728 3108 06 0437 21,07-04-2025 18:00:00 CET  (ISO: 2025-04-07T18:00:00+02:00),18-03-2025 18:00:00 CET  (ISO: 2025-03-18T18:00:00+01:00),,SUB-JA-2025-243023,"5.596,00 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,"2.238,41 €","111.920,00 €"
BOE-B-2025-9341,"2.130.777,11 €",5066 0000 06 0024 24,07-04-2025 18:00:00 CET  (ISO: 2025-04-07T18:00:00+02:00),18-03-2025 18:00:00 CET  (ISO: 2025-03-18T18:00:00+01:00),,SUB-JA-2025-243739,"206.165,05 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,"82.466,02 €","4.123.301,14 €"
BOE-B-2025-7817,"63.219,10 €",2041 0000 06 0341 23,27-03-2025 18:00:00 CET  (ISO: 2025-03-27T18:00:00+01:00),07-03-2025 18:00:00 CET  (ISO: 2025-03-07T18:00:00+01:00),Separada para cada lote,SUB-JA-2025-242789,Ver importe de consignación de cada lote (adjudicación independiente),2,Ver puja mínima de cada lote (adjudicación independiente),Ver valor de tasación en cada lote (los lotes se subastan de forma independiente),JUDICIAL EN VÍA DE APREMIO,Ver tramos de cada lote (adjudicación independiente),Ver valor de subasta en cada lote (los lotes se subastan de forma independiente)
BOE-B-2025-7594,"225.862,67 €",1250 0000 06 1614 16,26-03-2025 18:00:00 CET  (ISO: 2025-03-26T18:00:00+01:00),06-03-2025 18:00:00 CET  (ISO: 2025-03-06T18:00:00+01:00),,SUB-JA-2024-231279,"15.995,67 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,"6.398,26 €","319.913,44 €"
BOE-B-2025-9477,,,07-04-2025 18:00:00 CET  (ISO: 2025-04-07T18:00:00+02:00),18-03-2025 18:00:00 CET  (ISO: 2025-03-18T18:00:00+01:00),,SUB-AT-2025-25R1586001001,"14.059,45 €",Sin lotes,Sin puja mínima,"388.600,00 €",AGENCIA TRIBUTARIA,"2.000,00 €","281.189,17 €"
BOE-B-2025-8322,"87.035,50 €",1757 0000 06 1585 23,31-03-2025 18:00:00 CET  (ISO: 2025-03-31T18:00:00+02:00),11-03-2025 18:00:00 CET  (ISO: 2025-03-11T18:00:00+01:00),,SUB-JA-2024-239055,"7.140,90 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,Sin tramos,"142.818,00 €"
BOE-B-2025-7853,"68.204,21 €",1686 0000 06 0057 23,27-03-2025 18:00:00 CET  (ISO: 2025-03-27T18:00:00+01:00),07-03-2025 18:00:00 CET  (ISO: 2025-03-07T18:00:00+01:00),,SUB-JA-2025-242926,"8.549,81 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,"3.419,92 €","170.996,24 €"
BOE-B-2025-9501,,,07-04-2025 18:00:00 CET  (ISO: 2025-04-07T18:00:00+02:00),18-03-2025 18:00:00 CET  (ISO: 2025-03-18T18:00:00+01:00),,SUB-AT-2025-25R2986001016,"714,32 €",Sin lotes,"1.428,64 €","14.286,44 €",AGENCIA TRIBUTARIA,"500,00 €","14.286,44 €"
BOE-B-2025-8442,"79.016,94 €",4513 4353 00 0679 22,31-03-2025 18:00:00 CET  (ISO: 2025-03-31T18:00:00+02:00),11-03-2025 18:00:00 CET  (ISO: 2025-03-11T18:00:00+01:00),,SUB-JA-2025-243748,"3.486,08 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,Sin tramos,"69.721,61 €"
BOE-B-2025-8824,"32.470,15 €",5066 0000 06 0144 23,03-04-2025 18:00:00 CET  (ISO: 2025-04-03T18:00:00+02:00),14-03-2025 18:00:00 CET  (ISO: 2025-03-14T18:00:00+01:00),,SUB-JA-2024-233716,"1.688,28 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,"675,31 €","33.765,75 €"
BOE-B-2025-6559,"13.252,19 €",0159 0000 06 2027 19,29-03-2025 18:51:53 CET  (ISO: 2025-03-29T18:51:53+01:00),27-02-2025 18:00:00 CET  (ISO: 2025-02-27T18:00:00+01:00),,SUB-JA-2025-242833,"3.282,11 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,"1.312,84 €","65.642,35 €"
BOE-B-2025-9387,"74.131,50 €",3860 0000 06 0215 22,07-04-2025 18:00:00 CET  (ISO: 2025-04-07T18:00:00+02:00),18-03-2025 18:00:00 CET  (ISO: 2025-03-18T18:00:00+01:00),,SUB-JA-2025-241798,"9.907,20 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,Sin tramos,"198.144,00 €"
BOE-B-2025-7381,"50.223,16 €",2749 0000 05 0113 17,24-03-2025 18:00:00 CET  (ISO: 2025-03-24T18:00:00+01:00),04-03-2025 18:00:00 CET  (ISO: 2025-03-04T18:00:00+01:00),,SUB-JA-2025-239438,"801,86 €",Sin lotes,Sin puja mínima,"160.371,60 €",JUDICIAL EN VÍA DE APREMIO,"320,74 €","16.037,16 €"
BOE-B-2025-8608,,,31-03-2025 18:00:00 CET  (ISO: 2025-03-31T18:00:00+02:00),11-03-2025 18:00:00 CET  (ISO: 2025-03-11T18:00:00+01:00),,SUB-AT-2025-24R4186001738,"946,99 €",Sin lotes,"1.894,00 €","18.939,95 €",AGENCIA TRIBUTARIA,"500,00 €","18.939,95 €"
BOE-B-2025-7296,"53.559,55 €",3029 0000 06 2428 22,24-03-2025 18:00:00 CET  (ISO: 2025-03-24T18:00:00+01:00),04-03-2025 18:00:00 CET  (ISO: 2025-03-04T18:00:00+01:00),,SUB-JA-2025-241790,"5.875,05 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,"2.350,02 €","117.501,00 €"
BOE-B-2025-9364,"188.005,30 €",5140 0000 06 1412 20,07-04-2025 18:00:00 CET  (ISO: 2025-04-07T18:00:00+02:00),18-03-2025 18:00:00 CET  (ISO: 2025-03-18T18:00:00+01:00),Separada para cada lote,SUB-JA-2025-243653,Ver importe de consignación de cada lote (adjudicación independiente),2,Ver puja mínima de cada lote (adjudicación independiente),Ver valor de tasación en cada lote (los lotes se subastan de forma independiente),JUDICIAL EN VÍA DE APREMIO,Ver tramos de cada lote (adjudicación independiente),Ver valor de subasta en cada lote (los lotes se subastan de forma independiente)
BOE-B-2025-7774,"260.000,00 €",,26-03-2025 18:00:00 CET  (ISO: 2025-03-26T18:00:00+01:00),06-03-2025 18:00:00 CET  (ISO: 2025-03-06T18:00:00+01:00),,SUB-NV-2025-1496034,"13.000,00 €",Sin lotes,"260.000,00 €","267.490,00 €",NOTARIAL VOLUNTARIA,Sin tramos,No consta
BOE-B-2025-8368,"43.733,95 €",4548 0000 05 0377 17,31-03-2025 18:00:00 CET  (ISO: 2025-03-31T18:00:00+02:00),11-03-2025 18:00:00 CET  (ISO: 2025-03-11T18:00:00+01:00),,SUB-JA-2025-243002,"4.353,10 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,"1.741,24 €","87.062,00 €"
BOE-B-2025-7207,"144.661,88 €",2353 0000 06 0206 22,24-03-2025 18:00:00 CET  (ISO: 2025-03-24T18:00:00+01:00),04-03-2025 18:00:00 CET  (ISO: 2025-03-04T18:00:00+01:00),,SUB-JA-2025-241955,"12.307,27 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,"4.922,91 €","246.145,56 €"
BOE-B-2025-8495,,,31-03-2025 18:00:00 CET  (ISO: 2025-03-31T18:00:00+02:00),11-03-2025 18:00:00 CET  (ISO: 2025-03-11T18:00:00+01:00),,SUB-AT-2025-25R4686001013,"2.802,15 €",Sin lotes,Sin puja mínima,"123.348,20 €",AGENCIA TRIBUTARIA,"1.000,00 €","56.043,06 €"
BOE-B-2025-8444,"132.786,71 €",4513 4394 00 1308 20,31-03-2025 18:00:00 CET  (ISO: 2025-03-31T18:00:00+02:00),11-03-2025 18:00:00 CET  (ISO: 2025-03-11T18:00:00+01:00),,SUB-JA-2025-241652,"9.889,91 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,Sin tramos,"197.798,16 €"
BOE-B-2025-8351,"5.572,04 €",2993 0000 06 0041 22,31-03-2025 18:00:00 CET  (ISO: 2025-03-31T18:00:00+02:00),11-03-2025 18:00:00 CET  (ISO: 2025-03-11T18:00:00+01:00),,SUB-JA-2025-243173,"6.178,21 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,"2.471,28 €","123.564,34 €"
BOE-B-2025-7415,"60.184,13 €",4513 4354 00 0716 22,24-03-2025 18:00:00 CET  (ISO: 2025-03-24T18:00:00+01:00),04-03-2025 18:00:00 CET  (ISO: 2025-03-04T18:00:00+01:00),,SUB-JA-2025-241886,"3.700,13 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,Sin tramos,"74.002,58 €"
BOE-B-2025-7800,"278.395,87 €",0826 0000 06 7148 18,27-03-2025 18:00:00 CET  (ISO: 2025-03-27T18:00:00+01:00),07-03-2025 18:00:00 CET  (ISO: 2025-03-07T18:00:00+01:00),Separada para cada lote,SUB-JA-2024-232374,Ver importe de consignación de cada lote (adjudicación independiente),2,Ver puja mínima de cada lote (adjudicación independiente),Ver valor de tasación en cada lote (los lotes se subastan de forma independiente),JUDICIAL EN VÍA DE APREMIO,Ver tramos de cada lote (adjudicación independiente),Ver valor de subasta en cada lote (los lotes se subastan de forma independiente)
BOE-B-2025-9377,"127.107,48 €",4190 0000 06 0384 16,07-04-2025 18:00:00 CET  (ISO: 2025-04-07T18:00:00+02:00),18-03-2025 18:00:00 CET  (ISO: 2025-03-18T18:00:00+01:00),,SUB-JA-2024-235488,"12.288,00 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,"4.915,20 €","245.760,00 €"
BOE-B-2025-9461,"354.857,26 €",4513 4440 00 0085 22,07-04-2025 18:00:00 CET  (ISO: 2025-04-07T18:00:00+02:00),18-03-2025 18:00:00 CET  (ISO: 2025-03-18T18:00:00+01:00),,SUB-JA-2025-243945,"25.750,01 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,Sin tramos,"515.000,36 €"
BOE-B-2025-8623,,,31-03-2025 18:00:00 CET  (ISO: 2025-03-31T18:00:00+02:00),11-03-2025 18:00:00 CET  (ISO: 2025-03-11T18:00:00+01:00),,SUB-AT-2025-24R2886001828,"3.537,42 €",Sin lotes,"7.074,84 €","81.828,45 €",AGENCIA TRIBUTARIA,"2.000,00 €","70.748,44 €"
BOE-B-2025-7362,"123.585,84 €",0873 0000 06 1191 21,24-03-2025 18:00:00 CET  (ISO: 2025-03-24T18:00:00+01:00),04-03-2025 18:00:00 CET  (ISO: 2025-03-04T18:00:00+01:00),,SUB-JA-2024-239937,"7.554,86 €",Sin lotes,Sin puja mínima,"151.097,36 €",JUDICIAL EN VÍA DE APREMIO,"3.021,94 €","151.097,36 €"
BOE-B-2025-9419,"139.467,83 €",2158 0000 06 0027 21,07-04-2025 18:00:00 CET  (ISO: 2025-04-07T18:00:00+02:00),18-03-2025 18:00:00 CET  (ISO: 2025-03-18T18:00:00+01:00),,SUB-JA-2024-240465,"31.282,80 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,"12.513,12 €","625.656,00 €"
BOE-B-2025-9425,"343.263,80 €",5681 0000 52 0263 24,07-04-2025 18:00:00 CET  (ISO: 2025-04-07T18:00:00+02:00),18-03-2025 18:00:00 CET  (ISO: 2025-03-18T18:00:00+01:00),,SUB-JC-2025-242635,"20.533,68 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL CONCURSAL,Sin tramos,"410.673,53 €"
BOE-B-2025-8289,"200.814,00 €",3266 0000 05 0161 15,31-03-2025 18:00:00 CET  (ISO: 2025-03-31T18:00:00+02:00),11-03-2025 18:00:00 CET  (ISO: 2025-03-11T18:00:00+01:00),Separada para cada lote,SUB-JA-2025-242701,Ver importe de consignación de cada lote (adjudicación independiente),10,Ver puja mínima de cada lote (adjudicación independiente),Ver valor de tasación en cada lote (los lotes se subastan de forma independiente),JUDICIAL EN VÍA DE APREMIO,Ver tramos de cada lote (adjudicación independiente),Ver valor de subasta en cada lote (los lotes se subastan de forma independiente)
BOE-B-2025-8418,"95.620,07 €",3728 3117 06 0169 22,31-03-2025 18:00:00 CET  (ISO: 2025-03-31T18:00:00+02:00),11-03-2025 18:00:00 CET  (ISO: 2025-03-11T18:00:00+01:00),,SUB-JA-2025-242124,"6.046,80 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,"2.418,73 €","120.936,00 €"
BOE-B-2025-9672,"72.480,20 €",3965 0000 06 0040 13,09-04-2025 18:00:00 CET  (ISO: 2025-04-09T18:00:00+02:00),20-03-2025 18:00:00 CET  (ISO: 2025-03-20T18:00:00+01:00),,SUB-JA-2019-132242,"15.625,00 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,"6.250,00 €","312.500,00 €"
BOE-B-2025-8345,"108.468,50 €",2460 0000 18 0304 18,31-03-2025 18:00:00 CET  (ISO: 2025-03-31T18:00:00+02:00),11-03-2025 18:00:00 CET  (ISO: 2025-03-11T18:00:00+01:00),,SUB-JA-2024-225280,"9.496,30 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,Sin tramos,"189.926,00 €"
BOE-B-2025-9304,"31.948,72 €",3122 0000 05 0514 16,07-04-2025 18:00:00 CET  (ISO: 2025-04-07T18:00:00+02:00),18-03-2025 18:00:00 CET  (ISO: 2025-03-18T18:00:00+01:00),,SUB-JA-2024-235611,"4.507,65 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,Sin tramos,"90.153,00 €"
BOE-B-2025-7564,"94.346,22 €",,24-03-2025 18:00:00 CET  (ISO: 2025-03-24T18:00:00+01:00),04-03-2025 18:00:00 CET  (ISO: 2025-03-04T18:00:00+01:00),,SUB-NE-2025-1476042,"9.434,62 €",Sin lotes,"9.434,62 €","94.346,22 €",NOTARIAL EN VENTA EXTRAJUDICIAL,"2.000,00 €","94.346,22 €"
BOE-B-2025-9361,"55.162,41 €",3735 0000 06 0789 16,07-04-2025 18:00:00 CET  (ISO: 2025-04-07T18:00:00+02:00),18-03-2025 18:00:00 CET  (ISO: 2025-03-18T18:00:00+01:00),,SUB-JA-2025-243936,"7.200,00 €",Sin lotes,Sin puja mínima,"144.000,00 €",JUDICIAL EN VÍA DE APREMIO,"2.880,00 €","144.000,00 €"
BOE-B-2025-7292,"163.545,93 €",5066 0000 06 0100 23,24-03-2025 18:00:00 CET  (ISO: 2025-03-24T18:00:00+01:00),04-03-2025 18:00:00 CET  (ISO: 2025-03-04T18:00:00+01:00),Separada para cada lote,SUB-JA-2025-242763,Ver importe de consignación de cada lote (adjudicación independiente),2,Ver puja mínima de cada lote (adjudicación independiente),Ver valor de tasación en cada lote (los lotes se subastan de forma independiente),JUDICIAL EN VÍA DE APREMIO,Ver tramos de cada lote (adjudicación independiente),Ver valor de subasta en cada lote (los lotes se subastan de forma independiente)
BOE-B-2025-7794,"530.250,18 €",4725 0000 06 0229 22,27-03-2025 18:00:00 CET  (ISO: 2025-03-27T18:00:00+01:00),07-03-2025 18:00:00 CET  (ISO: 2025-03-07T18:00:00+01:00),,SUB-JA-2025-241709,"50.664,53 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,Sin tramos,"1.013.290,56 €"
BOE-B-2025-7341,"780.881,14 €",1013 0000 06 0399 18,24-03-2025 18:00:00 CET  (ISO: 2025-03-24T18:00:00+01:00),04-03-2025 18:00:00 CET  (ISO: 2025-03-04T18:00:00+01:00),,SUB-JA-2024-237623,"31.828,00 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,"12.731,20 €","636.560,00 €"
BOE-B-2025-7241,"167.015,34 €",3457 0000 05 0124 19,24-03-2025 18:00:00 CET  (ISO: 2025-03-24T18:00:00+01:00),04-03-2025 18:00:00 CET  (ISO: 2025-03-04T18:00:00+01:00),,SUB-JA-2025-241571,"12,33 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,"4,93 €","246,56 €"
BOE-B-2025-8432,"37.606,30 €",3728 5082 06 0229 22,31-03-2025 18:00:00 CET  (ISO: 2025-03-31T18:00:00+02:00),11-03-2025 18:00:00 CET  (ISO: 2025-03-11T18:00:00+01:00),,SUB-JA-2025-242228,"3.534,87 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,"2.827,91 €","70.697,57 €"
BOE-B-2025-7886,"282.823,41 €",3728 3057 06 0353 17,27-03-2025 18:00:00 CET  (ISO: 2025-03-27T18:00:00+01:00),07-03-2025 18:00:00 CET  (ISO: 2025-03-07T18:00:00+01:00),Separada para cada lote,SUB-JA-2024-228435,Ver importe de consignación de cada lote (adjudicación independiente),2,Ver puja mínima de cada lote (adjudicación independiente),Ver valor de tasación en cada lote (los lotes se subastan de forma independiente),JUDICIAL EN VÍA DE APREMIO,Ver tramos de cada lote (adjudicación independiente),Ver valor de subasta en cada lote (los lotes se subastan de forma independiente)
BOE-B-2025-7812,"127.713,20 €",1673 0000 05 1399 21,27-03-2025 18:00:00 CET  (ISO: 2025-03-27T18:00:00+01:00),07-03-2025 18:00:00 CET  (ISO: 2025-03-07T18:00:00+01:00),,SUB-JA-2025-243563,"11.500,00 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,"4.600,00 €","230.000,00 €"
BOE-B-2025-7633,"78.926,08 €",3633 0000 06 0197 21,26-03-2025 18:00:00 CET  (ISO: 2025-03-26T18:00:00+01:00),06-03-2025 18:00:00 CET  (ISO: 2025-03-06T18:00:00+01:00),,SUB-JA-2025-243378,"6.850,00 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,"2.740,00 €","137.000,00 €"
BOE-B-2025-7639,"211.011,23 €",2236 0000 52 0434 22,26-03-2025 18:00:00 CET  (ISO: 2025-03-26T18:00:00+01:00),06-03-2025 18:00:00 CET  (ISO: 2025-03-06T18:00:00+01:00),,SUB-JC-2024-238989,"1.250,00 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL CONCURSAL,"500,00 €","25.000,00 €"
BOE-B-2025-8376,"63.201,75 €",0215 0000 52 1074 22,31-03-2025 18:00:00 CET  (ISO: 2025-03-31T18:00:00+02:00),11-03-2025 18:00:00 CET  (ISO: 2025-03-11T18:00:00+01:00),Separada para cada lote,SUB-JC-2025-243686,Ver importe de consignación de cada lote (adjudicación independiente),2,Ver puja mínima de cada lote (adjudicación independiente),Ver valor de tasación en cada lote (los lotes se subastan de forma independiente),JUDICIAL CONCURSAL,Ver tramos de cada lote (adjudicación independiente),Ver valor de subasta en cada lote (los lotes se subastan de forma independiente)
BOE-B-2025-9394,"80.867,00 €",4311 0000 05 0142 22,07-04-2025 18:00:00 CET  (ISO: 2025-04-07T18:00:00+02:00),18-03-2025 18:00:00 CET  (ISO: 2025-03-18T18:00:00+01:00),,SUB-JA-2025-243582,"657,80 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,"263,12 €","13.156,00 €"
BOE-B-2025-9412,"84.638,06 €",5453 0000 06 0505 24,07-04-2025 18:00:00 CET  (ISO: 2025-04-07T18:00:00+02:00),18-03-2025 18:00:00 CET  (ISO: 2025-03-18T18:00:00+01:00),,SUB-JA-2025-243830,"8.019,50 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,"3.207,80 €","160.390,00 €"
BOE-B-2025-8703,"296.886,65 €",3178 0000 06 0430 21,02-04-2025 18:00:00 CET  (ISO: 2025-04-02T18:00:00+02:00),13-03-2025 18:00:00 CET  (ISO: 2025-03-13T18:00:00+01:00),,SUB-JA-2024-240582,"11.956,00 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,Sin tramos,"239.120,00 €"
